date,avg_SDS_P1,avg_SDS_P2,samples
2025-04-28,5.85,3.38,585
2025-04-29,9.18,5.61,589
2025-04-30,11.48,7.22,581
2025-05-01,9.77,6.43,587
2025-05-02,6.91,3.9,580
2025-05-03,5.57,2.5,589
2025-05-04,9.44,4.47,584
2025-05-05,9.19,4.15,587
2025-05-06,6.77,4.18,580
2025-05-07,7.54,4.79,535
2025-05-08,12.3,8.54,586
2025-05-09,6.28,4.58,579
2025-05-10,7.85,5.72,588
2025-05-11,6.88,5.21,583
2025-05-12,6.77,4.67,584
2025-05-13,10.05,7.5,585
2025-05-14,9.47,7.03,584
2025-05-15,6.89,4.56,591
2025-05-16,7.15,3.59,583
2025-05-17,6.47,3.26,583
2025-05-18,3.53,1.48,585
2025-05-19,6.62,2.92,548
2025-05-20,12.81,8.25,581
2025-05-21,14.51,9.74,579
2025-05-22,3.22,1.61,588
2025-05-23,7.64,4.87,583
2025-05-24,7.26,4.31,578
2025-05-25,6.54,4.03,581
2025-05-26,5.4,3.02,588
2025-05-27,4.76,3.12,587
2025-05-28,11.09,8.26,581
2025-05-29,3.58,2.04,585
2025-05-30,7.36,4.19,541
2025-05-31,13.47,8.68,403
2025-06-01,12.44,7.97,565
2025-06-02,4.48,2.49,130
2025-06-03,6.87,3.95,86
2025-06-04,11.89,6.88,12
2025-06-05,13.12,7.81,374
2025-06-06,11.51,6.95,588
2025-06-07,12.87,7.9,587
2025-06-08,20.79,12.84,589
2025-06-09,45.64,25.38,591
2025-06-10,26.11,15.77,584
2025-06-11,36.31,22.67,566
2025-06-12,39.64,25.26,575
2025-06-13,40.75,27.06,590
2025-06-14,29.31,18.8,591
2025-06-15,11.88,5.91,547
2025-06-16,12.47,6.62,562
2025-06-17,6.65,3.64,591
2025-06-18,10.77,6.74,587
2025-06-19,12.35,7.89,591
2025-06-20,14.39,8.94,592
2025-06-21,11.03,6.53,591
2025-06-22,5.68,3.6,592
2025-06-23,6.53,4.37,526
2025-06-24,10.13,6.44,591
2025-06-25,12.24,7.98,585
2025-06-26,10.34,6.1,592
2025-06-27,6.28,2.91,590
2025-06-28,6.36,3.12,591
2025-06-29,5.95,3.19,588
2025-06-30,6.05,2.87,555
2025-07-01,6.51,3.0,589
2025-07-02,4.0,2.27,589
2025-07-03,4.69,2.73,588
2025-07-04,5.92,3.53,589
2025-07-05,7.35,4.82,591
2025-07-06,6.97,4.58,581
2025-07-07,6.32,4.18,591
2025-07-08,1.72,0.65,591
2025-07-09,3.27,1.48,591
2025-07-10,5.05,2.34,592
2025-07-11,5.16,2.58,591
2025-07-12,4.45,2.37,590
2025-07-13,4.58,2.6,591
2025-07-14,4.14,2.39,592
2025-07-15,4.95,2.94,591
2025-07-16,7.77,5.15,592
2025-07-17,8.04,5.27,591
2025-07-18,5.01,2.5,591
2025-07-19,6.82,3.91,591
2025-07-20,8.44,5.9,591
2025-07-21,3.83,2.1,592
2025-07-22,4.46,1.86,588
2025-07-23,6.71,2.66,591
2025-07-24,5.0,2.12,588
2025-07-25,5.61,3.03,592
2025-07-26,9.06,6.11,592
2025-07-27,4.41,2.66,585
2025-07-28,7.05,4.76,586
2025-07-29,8.55,5.36,590
2025-07-30,2.94,1.33,590
2025-07-31,4.35,2.29,588
2025-08-01,6.75,4.03,588
2025-08-02,2.98,1.76,592
2025-08-03,2.19,1.16,591
2025-08-04,2.84,1.22,588
2025-08-05,4.02,1.75,381
2025-08-07,4.27,2.3,395
2025-08-08,8.19,4.7,456
2025-08-09,8.67,6.51,586
2025-08-10,10.11,7.86,590
2025-08-11,10.1,6.37,592
2025-08-12,14.34,10.18,591
2025-08-13,18.06,13.29,592
2025-08-14,16.54,10.66,592
2025-08-15,9.91,5.15,563
2025-08-16,6.67,3.43,586
2025-08-17,7.66,4.59,591
2025-08-18,8.59,5.4,591
2025-08-19,10.72,6.43,591
2025-08-20,9.78,6.64,589
2025-08-21,6.9,4.2,537
2025-08-22,5.96,3.63,543
2025-08-23,5.88,3.94,588
2025-08-24,5.91,3.96,590
2025-08-25,5.98,3.77,591
2025-08-26,9.19,6.53,590
2025-08-27,17.49,13.41,590
2025-08-28,15.18,10.48,589
2025-08-29,7.93,4.47,592
2025-08-30,1.62,0.66,590
2025-08-31,1.84,0.64,592
2025-09-01,4.77,2.14,591
2025-09-02,5.1,3.09,592
2025-09-03,3.56,1.76,591
2025-09-04,4.38,2.09,590
2025-09-05,2.89,1.23,568
2025-09-06,2.79,1.17,475
2025-09-07,3.62,1.7,526
2025-09-08,8.83,5.07,591
2025-09-09,17.77,12.05,591
2025-09-10,7.02,4.21,592
2025-09-11,5.03,2.22,591
2025-09-12,7.19,2.53,581
2025-09-13,5.98,2.98,593
2025-09-14,6.02,3.1,592
2025-09-15,7.16,3.38,591
2025-09-16,7.43,3.85,592
2025-09-17,6.56,3.26,592
2025-09-18,8.8,4.57,589
2025-09-19,14.91,9.47,582
2025-09-20,12.84,8.33,561
2025-09-21,11.88,7.67,589
2025-09-22,9.76,6.45,585
2025-09-23,6.4,3.43,590
2025-09-24,2.53,1.08,587
2025-09-25,3.95,1.87,584
2025-09-26,3.24,1.68,591
2025-09-27,2.45,1.34,588
2025-09-28,1.89,0.99,589
2025-09-29,4.34,2.2,591
2025-09-30,13.23,8.76,590
2025-10-01,7.98,5.38,585
2025-10-02,9.06,4.49,587
2025-10-03,19.63,12.16,579
2025-10-04,46.52,28.68,589
2025-10-05,17.15,10.43,591
2025-10-06,6.78,3.6,591
2025-10-07,15.47,8.04,589
2025-10-08,35.08,21.1,589
2025-10-09,62.52,39.63,587
2025-10-10,62.01,39.95,589
2025-10-11,61.99,40.55,590
2025-10-12,60.27,40.88,591
2025-10-13,58.61,37.33,592
2025-10-14,43.88,26.91,578
2025-10-15,32.92,20.45,589
2025-10-16,15.95,9.75,573
2025-10-17,17.14,10.53,590
2025-10-18,33.02,20.04,592
2025-10-19,31.09,18.82,592
2025-10-20,45.76,25.81,591
2025-10-21,24.05,14.23,592
2025-10-22,43.17,25.59,592
2025-10-23,54.99,28.01,591
2025-10-24,4.23,2.19,590
2025-10-25,8.89,4.57,592
2025-10-26,2.98,1.5,592
2025-10-27,4.87,2.29,592
2025-10-28,18.38,10.73,592
2025-10-29,37.31,21.61,592
2025-10-30,14.65,9.49,592
2025-10-31,14.91,7.2,592
2025-11-01,25.94,15.02,592
2025-11-02,40.61,18.26,592
2025-11-03,7.66,3.16,592
2025-11-04,10.03,5.24,590
2025-11-05,13.51,7.76,590
2025-11-06,19.0,11.18,591
2025-11-07,23.74,13.12,592
2025-11-08,40.53,23.56,592
2025-11-09,62.12,34.95,592
2025-11-10,46.76,25.81,592
2025-11-11,19.41,11.57,590
2025-11-12,15.12,8.88,592
2025-11-13,13.46,8.1,592
2025-11-14,104.08,56.12,590
2025-11-15,154.41,70.35,592
2025-11-16,72.63,31.66,592
2025-11-17,9.92,6.2,590
2025-11-18,4.56,1.78,590
2025-11-19,9.26,5.35,590
2025-11-20,26.86,15.73,589
2025-11-21,16.44,9.2,591
2025-11-22,10.33,5.44,592
2025-11-23,15.05,8.75,592
2025-11-24,28.15,16.23,591
2025-11-25,33.2,18.54,418
2025-11-26,15.0,8.08,591
2025-11-27,18.54,8.7,591
2025-11-28,18.82,10.34,591
2025-11-29,22.76,12.61,593
2025-11-30,26.98,16.31,591
2025-12-01,47.7,27.23,592
2025-12-02,54.86,31.34,591
2025-12-03,46.31,25.2,592
2025-12-04,28.16,17.46,592
2025-12-05,25.31,12.83,577
2025-12-06,30.29,18.9,592
2025-12-07,20.65,12.6,591
2025-12-08,20.61,12.23,592
2025-12-09,19.66,12.12,591
2025-12-10,19.89,12.65,591
2025-12-11,39.74,24.89,592
2025-12-12,17.35,10.28,592
2025-12-13,15.16,9.08,589
2025-12-14,28.96,13.69,582
2025-12-15,32.11,16.24,592
2025-12-16,28.7,15.99,590
2025-12-17,18.94,11.99,592
2025-12-18,32.78,17.45,579
2025-12-19,73.21,33.18,592
2025-12-20,42.05,20.49,562
2025-12-21,38.65,18.13,582
2025-12-22,20.99,11.7,591
2025-12-23,20.43,12.39,592
2025-12-24,11.74,7.02,591
2025-12-25,17.23,10.6,592
2025-12-26,12.4,7.55,592
2025-12-27,19.42,11.49,592
2025-12-28,15.78,8.84,591
2025-12-29,21.51,11.94,592
2025-12-30,39.69,21.16,592
2025-12-31,34.39,17.23,592
